"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","物事を整理整頓するのが好きだ。","4","Organization","0","4","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","芸術の重要性を信じている。","4","Aesthetic-Appreciation","0","4","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","直感的なひらめきが急に訪れることはほとんどない。","3","Creativity","1","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","仕事で上手くいくなら不正をする。","2","Fairness","1","4","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","人から変わり者だと思われている。","2","Unconventionality","0","2","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","他人に影響されやすい。","3","Dependence","0","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","他人を許すのが難しい。","4","Forgiveness","1","2","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","権力を強く求めている。","2","Greed-Avoidance","1","4","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","たいてい元気いっぱいで活発に動いている。","3","Liveliness","0","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","相手が自分を大切に思えるように、私は相手に言いなりになる。","4","Sincerity","1","2","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","友達を作るのが得意だ。","2","Sociability","0","2","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","相手が期待に応えてくれないとき、イライラして怒ることがある。","3","Gentleness","1","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","普段あまり人と話さない。","2","Expressiveness","1","4","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","人を感心させるためにわざと演技をする。","4","Sincerity","1","2","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","よく考えずに決めてしまうことがある。","3","Prudence","1","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","何かを深く調べて探求することはないだろう。","2","Inquisitiveness","1","4","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","普段いろいろなことを心配する。","4","Anxiety","0","4","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","自分のものではないものを決して取らない。","3","Fairness","0","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","物を元の場所に戻すのをよく忘れる。","3","Organization","1","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","他の人の感情を自分のことのように感じる。","3","Sentimentality","0","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","事前に計画を立てて、その通りに行動するようにしている。","3","Prudence","0","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","仕事で最高の品質を追求したい。","2","Perfectionism","0","2","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","自分は特別ではなくただの普通の人間だと思う。","3","Modesty","0","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","自分の要求が多く、満足しにくい。","4","Flexibility","1","2","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","他人に話しかけるのが難しいと感じることがある。","4","Social-Boldness","1","2","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","自分は普通の人よりも注目される存在だと思う。","3","Modesty","1","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","すべてが完璧になるまでやり続ける。","3","Perfectionism","0","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","飲み会では盛り上げ役になる。","2","Expressiveness","0","2","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","ちょっとしたことでイライラしやすい。","3","Patience","1","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","勢いよく、賑やかに笑う。","3","Expressiveness","0","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","想像力があまり豊かではない。","1","Creativity","1","5","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","即興で人前で話すのが得意だ。","4","Social-Boldness","0","4","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","社交的なやり取りが多い仕事は苦手だろう。","1","Sociability","1","5","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","めったに文句や不満を言わない。","2","Gentleness","0","2","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","危険が迫るとパニックになるだろう。","5","Fearfulness","0","5","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","自分は臆病者だと思う。","3","Fearfulness","0","3","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","怒るべき相手にも優しく接する。","2","Forgiveness","0","2","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","贅沢な買い物や高級な食事をするのが好きだ。","1","Greed-Avoidance","1","5","2024/10/12 12:56:45"
"b52ff53f-3afc-4ade-82d5-8ab6aebc0b53","リーダーシップを発揮できる。","3","Social-Boldness","0","3","2024/10/12 12:56:45"
