"d4b4a290-482b-40de-bec3-839edf6e2af9","仕事に厳密さを求める。","3","Diligence","0","3","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","歴史や科学を学ぶことに興味がある。","2","Inquisitiveness","0","2","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","自分のものではないものを決して取らない。","5","Fairness","0","5","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","普段あまり人と話さない。","2","Expressiveness","1","4","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","ちょっとしたことでイライラしやすい。","3","Patience","1","3","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","計画に従って物事を進める。","2","Prudence","0","2","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","誰かに守られたいと感じる。","3","Dependence","0","3","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","哲学など抽象的なことには興味がない。","5","Unconventionality","1","1","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","物事を整理整頓するのが好きだ。","3","Organization","0","3","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","芸術の重要性を信じている。","2","Aesthetic-Appreciation","0","2","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","危険が迫るとパニックになるだろう。","2","Fearfulness","0","2","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","結局は大したことのないことでよく心配する。","2","Anxiety","0","2","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","人を感心させるためにわざと演技をする。","1","Sincerity","1","5","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","贅沢な買い物や高級な食事をするのが好きだ。","3","Greed-Avoidance","1","3","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","他人のミスにイライラする。","2","Flexibility","1","4","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","悲しい出来事を聞くとすぐに悲しくなる。","4","Sentimentality","0","4","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","たいてい元気いっぱいで活発に動いている。","2","Liveliness","0","2","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","他人を許すのが難しい。","2","Forgiveness","1","4","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","めったに文句や不満を言わない。","2","Gentleness","0","2","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","すべてが完璧になるまでやり続ける。","2","Perfectionism","0","2","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","リーダーシップを発揮できる。","2","Social-Boldness","0","2","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","新しいアイデアを考えるのが大好きだ。","5","Creativity","0","5","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","自分は普通の人よりも注目される存在だと思う。","4","Modesty","1","2","2024/10/08 21:04:33"
"d4b4a290-482b-40de-bec3-839edf6e2af9","友達を作るのが得意だ。","2","Sociability","0","2","2024/10/08 21:04:33"
"5149cff0-cf8f-4681-8f36-cedff440b3a9","計画に従って物事を進める。","2","Prudence","0","2","2024/10/10 08:06:02"
"5149cff0-cf8f-4681-8f36-cedff440b3a9","他人のミスにイライラする。","2","Flexibility","1","4","2024/10/10 08:06:02"
"5149cff0-cf8f-4681-8f36-cedff440b3a9","新しいアイデアを考えるのが大好きだ。","4","Creativity","0","4","2024/10/10 08:06:02"
"5149cff0-cf8f-4681-8f36-cedff440b3a9","結局は大したことのないことでよく心配する。","2","Anxiety","0","2","2024/10/10 08:06:02"
"5149cff0-cf8f-4681-8f36-cedff440b3a9","人を感心させるためにわざと演技をする。","2","Sincerity","1","4","2024/10/10 08:06:02"
"5149cff0-cf8f-4681-8f36-cedff440b3a9","危険が迫るとパニックになるだろう。","3","Fearfulness","0","3","2024/10/10 08:06:02"
"5149cff0-cf8f-4681-8f36-cedff440b3a9","普段あまり人と話さない。","4","Expressiveness","1","2","2024/10/10 08:06:02"
"5149cff0-cf8f-4681-8f36-cedff440b3a9","物事を整理整頓するのが好きだ。","4","Organization","0","4","2024/10/10 08:06:02"
"5149cff0-cf8f-4681-8f36-cedff440b3a9","贅沢な買い物や高級な食事をするのが好きだ。","2","Greed-Avoidance","1","4","2024/10/10 08:06:02"
"5149cff0-cf8f-4681-8f36-cedff440b3a9","たいてい元気いっぱいで活発に動いている。","2","Liveliness","0","2","2024/10/10 08:06:02"
"5149cff0-cf8f-4681-8f36-cedff440b3a9","自分のものではないものを決して取らない。","5","Fairness","0","5","2024/10/10 08:06:02"
"5149cff0-cf8f-4681-8f36-cedff440b3a9","歴史や科学を学ぶことに興味がある。","5","Inquisitiveness","0","5","2024/10/10 08:06:02"
"5149cff0-cf8f-4681-8f36-cedff440b3a9","すべてが完璧になるまでやり続ける。","1","Perfectionism","0","1","2024/10/10 08:06:02"
